Datetime,Gas_Usage
2023-05-03 13:14:12.341826,72.64981880081504
2023-05-03 14:14:12.341826,80.36999484163111
2023-05-03 15:14:12.341826,60.75519521691627
2023-05-03 16:14:12.341826,62.70312672804607
2023-05-03 17:14:12.341826,74.05308817654685
2023-05-03 18:14:12.341826,116.12413231597462
2023-05-03 19:14:12.341826,141.44007724001074
2023-05-03 20:14:12.341826,134.3797443329733
2023-05-03 21:14:12.341826,67.47626008928697
2023-05-03 22:14:12.341826,67.29284615256682
2023-05-03 23:14:12.341826,68.0166611029754
2023-05-04 00:14:12.341826,70.6556553653171
2023-05-04 01:14:12.341826,67.23220774285852
2023-05-04 02:14:12.341826,64.87338155930925
2023-05-04 03:14:12.341826,61.86892018529949
2023-05-04 04:14:12.341826,76.64178331171419
2023-05-04 05:14:12.341826,70.0943630174971
2023-05-04 06:14:12.341826,169.35977631756322
2023-05-04 07:14:12.341826,160.83057173571066
2023-05-04 08:14:12.341826,177.03476833785885
2023-05-04 09:14:12.341826,175.6352709668797
2023-05-04 10:14:12.341826,178.28318293636704
2023-05-04 11:14:12.341826,177.4938046386341
2023-05-04 12:14:12.341826,167.69224215445345
2023-05-04 13:14:12.341826,63.2723043802268
2023-05-04 14:14:12.341826,65.16508213554006
2023-05-04 15:14:12.341826,57.48085611790814
2023-05-04 16:14:12.341826,65.32138223941129
2023-05-04 17:14:12.341826,69.28714359519692
2023-05-04 18:14:12.341826,120.14662596665639
2023-05-04 19:14:12.341826,146.12000147475266
2023-05-04 20:14:12.341826,138.32122084973344
2023-05-04 21:14:12.341826,68.78719322328428
2023-05-04 22:14:12.341826,72.923143655231
2023-05-04 23:14:12.341826,70.52229325300584
2023-05-05 00:14:12.341826,69.65508903800479
2023-05-05 01:14:12.341826,78.117640129964
2023-05-05 02:14:12.341826,62.45147779523148
2023-05-05 03:14:12.341826,70.58908470473331
2023-05-05 04:14:12.341826,58.578365558723746
2023-05-05 05:14:12.341826,70.62735466504442
