Datetime,Water_Usage
2023-05-03 13:14:11.396245,51.43705062706221
2023-05-03 14:14:11.396245,37.29547247163042
2023-05-03 15:14:11.396245,43.048608126392125
2023-05-03 16:14:11.396245,38.5282855825556
2023-05-03 17:14:11.396245,40.23981197631653
2023-05-03 18:14:11.396245,49.34305296845599
2023-05-03 19:14:11.396245,91.60430396520564
2023-05-03 20:14:11.396245,87.1952900500604
2023-05-03 21:14:11.396245,32.730482778182036
2023-05-03 22:14:11.396245,45.11343342994719
2023-05-03 23:14:11.396245,43.09393805266281
2023-05-04 00:14:11.396245,43.07688487099598
2023-05-04 01:14:11.396245,37.15009809395899
2023-05-04 02:14:11.396245,48.73822327629287
2023-05-04 03:14:11.396245,47.24107969225421
2023-05-04 04:14:11.396245,38.33874556455436
2023-05-04 05:14:11.396245,44.04817135388399
2023-05-04 06:14:11.396245,117.00455440722337
2023-05-04 07:14:11.396245,121.24534272881057
2023-05-04 08:14:11.396245,123.61495796792764
2023-05-04 09:14:11.396245,115.73872753698986
2023-05-04 10:14:11.396245,122.74619610408564
2023-05-04 11:14:11.396245,121.42356860295367
2023-05-04 12:14:11.396245,125.48960923230358
2023-05-04 13:14:11.396245,35.16405556032605
2023-05-04 14:14:11.396245,53.312103571241295
2023-05-04 15:14:11.396245,40.543398490107606
2023-05-04 16:14:11.396245,46.3504413876272
2023-05-04 17:14:11.396245,51.88374922217276
2023-05-04 18:14:11.396245,45.26740841308133
2023-05-04 19:14:11.396245,97.27080949720059
2023-05-04 20:14:11.396245,104.89539867406006
2023-05-04 21:14:11.396245,43.2032010788848
2023-05-04 22:14:11.396245,56.620848616444334
2023-05-04 23:14:11.396245,49.584130730474264
2023-05-05 00:14:11.396245,52.16908142619267
2023-05-05 01:14:11.396245,38.36175627631516
2023-05-05 02:14:11.396245,40.87337875840515
2023-05-05 03:14:11.396245,49.051280267695006
2023-05-05 04:14:11.396245,48.32213134854658
2023-05-05 05:14:11.396245,43.19233115972557
2023-05-05 06:14:11.396245,130.73243465795483
2023-05-05 07:14:11.396245,121.20153586311868
2023-05-05 08:14:11.396245,116.17185333631974
2023-05-05 09:14:11.396245,118.79502017556578
2023-05-05 10:14:11.396245,113.96582041071233
2023-05-05 11:14:11.396245,123.47560131968712
2023-05-05 12:14:11.396245,115.0146056283495
2023-05-05 13:14:11.396245,44.9758293922487
2023-05-05 14:14:11.396245,46.517143946666636
2023-05-05 15:14:11.396245,50.265146598142024
2023-05-05 16:14:11.396245,46.831224408291575
2023-05-05 17:14:11.396245,47.9557033103836
2023-05-05 18:14:11.396245,45.39217152837284
2023-05-05 19:14:11.396245,85.24946668860721
2023-05-05 20:14:11.396245,96.1392128292334
2023-05-05 21:14:11.396245,41.64275894729113
