Datetime,Electricity_Usage
2023-05-03 13:14:12.040755,32.33907527689893
2023-05-03 14:14:12.040755,21.280947935743683
2023-05-03 15:14:12.040755,35.867919000061335
2023-05-03 16:14:12.040755,36.26192308125036
2023-05-03 17:14:12.040755,35.94705339273982
2023-05-03 18:14:12.040755,38.32366429609237
2023-05-03 19:14:12.040755,27.619028867428135
2023-05-03 20:14:12.040755,32.68200695189714
2023-05-03 21:14:12.040755,26.216859053332307
2023-05-03 22:14:12.040755,40.7990515713459
2023-05-03 23:14:12.040755,39.66689601682908
2023-05-04 00:14:12.040755,28.791869608122234
2023-05-04 01:14:12.040755,35.94813536362959
2023-05-04 02:14:12.040755,27.421143859149353
2023-05-04 03:14:12.040755,33.760751341510996
2023-05-04 04:14:12.040755,27.508989937105078
2023-05-04 05:14:12.040755,31.806374691443068
2023-05-04 06:14:12.040755,80.70481184791271
2023-05-04 07:14:12.040755,76.16532499864617
2023-05-04 08:14:12.040755,84.74035270190289
2023-05-04 09:14:12.040755,79.40005621757008
2023-05-04 10:14:12.040755,76.48965626225183
2023-05-04 11:14:12.040755,76.67757857876785
2023-05-04 12:14:12.040755,89.88945899295246
2023-05-04 13:14:12.040755,39.71952865958366
2023-05-04 14:14:12.040755,24.38419203810917
2023-05-04 15:14:12.040755,26.993431203670152
2023-05-04 16:14:12.040755,29.093728807148995
2023-05-04 17:14:12.040755,35.403585240220465
2023-05-04 18:14:12.040755,38.05081789314126
2023-05-04 19:14:12.040755,27.49174339581448
2023-05-04 20:14:12.040755,21.931408291675943
2023-05-04 21:14:12.040755,37.861764095164524
2023-05-04 22:14:12.040755,40.7966725732414
2023-05-04 23:14:12.040755,34.51116350946706
2023-05-05 00:14:12.040755,35.35579290822571
2023-05-05 01:14:12.040755,27.268680883961856
2023-05-05 02:14:12.040755,48.38752720389945
2023-05-05 03:14:12.040755,59.034398678073345
2023-05-05 04:14:12.040755,47.92874208423369
2023-05-05 05:14:12.040755,51.78306989473485
2023-05-05 06:14:12.040755,78.81888803440651
2023-05-05 07:14:12.040755,81.00900280648273
2023-05-05 08:14:12.040755,74.06514957252581
2023-05-05 09:14:12.040755,76.11233291543653
2023-05-05 10:14:12.040755,77.87203477378051
2023-05-05 11:14:12.040755,72.70467738405418
2023-05-05 12:14:12.040755,75.59308124504551
2023-05-05 13:14:12.040755,32.77047603940336
2023-05-05 14:14:12.040755,28.523448105281588
2023-05-05 15:14:12.040755,30.187811848567563
2023-05-05 16:14:12.040755,40.392561164087574
2023-05-05 17:14:12.040755,28.299366965232608
2023-05-05 18:14:12.040755,24.696243208595615
2023-05-05 19:14:12.040755,21.198825109224092
2023-05-05 20:14:12.040755,32.620719609703556
2023-05-05 21:14:12.040755,26.418277776164423
2023-05-05 22:14:12.040755,33.39812744071142
2023-05-05 23:14:12.040755,27.518146672830966
2023-05-06 00:14:12.040755,30.856597183759632
2023-05-06 01:14:12.040755,27.337530140109944
2023-05-06 02:14:12.040755,39.97897236171309
2023-05-06 03:14:12.040755,28.983082062268874
2023-05-06 04:14:12.040755,27.80657969391754
2023-05-06 05:14:12.040755,32.89855043087994
2023-05-06 06:14:12.040755,76.30495217903793
2023-05-06 07:14:12.040755,74.03033019743285
2023-05-06 08:14:12.040755,74.16901337924412
2023-05-06 09:14:12.040755,83.1705491540191
2023-05-06 10:14:12.040755,83.71467310312164
2023-05-06 11:14:12.040755,80.7713391781319
2023-05-06 12:14:12.040755,85.22480571855645
2023-05-06 13:14:12.040755,26.526172858566703
2023-05-06 14:14:12.040755,28.191934398280477
2023-05-06 15:14:12.040755,38.243734254253695
2023-05-06 16:14:12.040755,32.80490296092128
2023-05-06 17:14:12.040755,20.87761056803256
2023-05-06 18:14:12.040755,23.439530730937612
2023-05-06 19:14:12.040755,18.59193090967673
2023-05-06 20:14:12.040755,28.68302007106244
2023-05-06 21:14:12.040755,28.789020738811903
2023-05-06 22:14:12.040755,20.320490154253164
2023-05-06 23:14:12.040755,26.067951788356602
2023-05-07 00:14:12.040755,39.73666457155633
2023-05-07 01:14:12.040755,33.333004956984595
2023-05-07 02:14:12.040755,28.367221017503404
2023-05-07 03:14:12.040755,26.827269359143436
2023-05-07 04:14:12.040755,31.621219660500564
2023-05-07 05:14:12.040755,32.828232980819365
2023-05-07 06:14:12.040755,83.87139942150586
2023-05-07 07:14:12.040755,80.23443902969444
2023-05-07 08:14:12.040755,72.85132592541717
2023-05-07 09:14:12.040755,71.9573843541934
2023-05-07 10:14:12.040755,81.94812793990965
2023-05-07 11:14:12.040755,76.09712803365146
2023-05-07 12:14:12.040755,84.60599734564897
2023-05-07 13:14:12.040755,31.478604570654294
2023-05-07 14:14:12.040755,37.15408954252365
2023-05-07 15:14:12.040755,23.582767989972105
2023-05-07 16:14:12.040755,25.73813794810095
2023-05-07 17:14:12.040755,34.188430686190344
2023-05-07 18:14:12.040755,28.480112001809623
2023-05-07 19:14:12.040755,18.57418854399827
2023-05-07 20:14:12.040755,27.12607223076861
2023-05-07 21:14:12.040755,18.638811162745153
2023-05-07 22:14:12.040755,27.315919869215488
2023-05-07 23:14:12.040755,39.098353959743804
2023-05-08 00:14:12.040755,32.61294302026374
2023-05-08 01:14:12.040755,29.50028819114391
2023-05-08 02:14:12.040755,34.900928568431716
2023-05-08 03:14:12.040755,30.821422397082102
2023-05-08 04:14:12.040755,29.083477714012897
2023-05-08 05:14:12.040755,36.86851196623773
2023-05-08 06:14:12.040755,75.57039836105476
2023-05-08 07:14:12.040755,82.51814321543982
2023-05-08 08:14:12.040755,80.6000200651684
2023-05-08 09:14:12.040755,76.60744274360245
2023-05-08 10:14:12.040755,83.85765648132546
2023-05-08 11:14:12.040755,83.0266994355494
2023-05-08 12:14:12.040755,80.23087487964337
