Datetime,Water_Usage
2023-05-03 13:14:10.678441,32.68829341512982
2023-05-03 14:14:10.678441,42.87772725934177
2023-05-03 15:14:10.678441,43.167104645736536
2023-05-03 16:14:10.678441,34.15456103374523
2023-05-03 17:14:10.678441,44.187799802300475
2023-05-03 18:14:10.678441,35.940362629587554
2023-05-03 19:14:10.678441,92.52176636108517
2023-05-03 20:14:10.678441,99.08175500191848
2023-05-03 21:14:10.678441,39.30802798030301
2023-05-03 22:14:10.678441,40.72624083792419
2023-05-03 23:14:10.678441,54.17924205826306
2023-05-04 00:14:10.678441,49.092459319788446
2023-05-04 01:14:10.678441,41.70757393820522
2023-05-04 02:14:10.678441,52.598730958958626
2023-05-04 03:14:10.678441,43.92026459314575
2023-05-04 04:14:10.678441,40.98783061070044
2023-05-04 05:14:10.678441,31.863620262363177
2023-05-04 06:14:10.678441,121.03591661451676
2023-05-04 07:14:10.678441,124.68339135572703
2023-05-04 08:14:10.678441,126.11802063073549
2023-05-04 09:14:10.678441,122.63874892635684
2023-05-04 10:14:10.678441,125.94534942885353
2023-05-04 11:14:10.678441,118.45757906463874
2023-05-04 12:14:10.678441,117.88845769919314
2023-05-04 13:14:10.678441,43.889639101772914
2023-05-04 14:14:10.678441,42.67525871412618
2023-05-04 15:14:10.678441,40.880745036398146
2023-05-04 16:14:10.678441,47.712716693048776
2023-05-04 17:14:10.678441,44.53573320184845
2023-05-04 18:14:10.678441,33.63262007885689
2023-05-04 19:14:10.678441,93.28424642733327
2023-05-04 20:14:10.678441,86.62903559009398
2023-05-04 21:14:10.678441,42.33589302977265
2023-05-04 22:14:10.678441,43.94212242459529
2023-05-04 23:14:10.678441,46.154819363016266
2023-05-05 00:14:10.678441,43.54628533088518
2023-05-05 01:14:10.678441,51.33744679792898
2023-05-05 02:14:10.678441,57.147280310484604
2023-05-05 03:14:10.678441,60.15669484008335
2023-05-05 04:14:10.678441,68.05152578528967
2023-05-05 05:14:10.678441,60.59533194062957
2023-05-05 06:14:10.678441,123.73517096782561
2023-05-05 07:14:10.678441,124.29569364514909
2023-05-05 08:14:10.678441,120.66225217890911
2023-05-05 09:14:10.678441,125.70334457833843
2023-05-05 10:14:10.678441,121.88283122648443
2023-05-05 11:14:10.678441,130.6888914195277
2023-05-05 12:14:10.678441,113.42720607537916
2023-05-05 13:14:10.678441,37.577966371206614
2023-05-05 14:14:10.678441,55.74425816522437
2023-05-05 15:14:10.678441,38.169866535430145
2023-05-05 16:14:10.678441,46.766828158555725
2023-05-05 17:14:10.678441,48.569834801434965
2023-05-05 18:14:10.678441,42.17106933510971
2023-05-05 19:14:10.678441,90.89222279014945
2023-05-05 20:14:10.678441,87.13463911950464
2023-05-05 21:14:10.678441,44.89662788858689
2023-05-05 22:14:10.678441,40.088923358318816
2023-05-05 23:14:10.678441,41.461935069066925
2023-05-06 00:14:10.678441,39.42439438094763
2023-05-06 01:14:10.678441,36.078084548574054
2023-05-06 02:14:10.678441,41.474251149379555
2023-05-06 03:14:10.678441,40.77270507192748
2023-05-06 04:14:10.678441,53.0617728505523
2023-05-06 05:14:10.678441,42.64043894102922
2023-05-06 06:14:10.678441,122.43072555702278
2023-05-06 07:14:10.678441,115.5375589752862
2023-05-06 08:14:10.678441,116.12726009148065
2023-05-06 09:14:10.678441,116.48818594185121
2023-05-06 10:14:10.678441,129.26722586146758
2023-05-06 11:14:10.678441,128.57346035262992
2023-05-06 12:14:10.678441,126.70342998018673
2023-05-06 13:14:10.678441,39.98348379532019
2023-05-06 14:14:10.678441,44.73151872557175
2023-05-06 15:14:10.678441,51.517282975939295
2023-05-06 16:14:10.678441,44.62446693357639
2023-05-06 17:14:10.678441,48.53495123920894
2023-05-06 18:14:10.678441,46.92262466539481
2023-05-06 19:14:10.678441,95.66585409352098
2023-05-06 20:14:10.678441,91.92012788231591
2023-05-06 21:14:10.678441,43.255505556065245
2023-05-06 22:14:10.678441,48.61966018979076
2023-05-06 23:14:10.678441,42.17112408940663
2023-05-07 00:14:10.678441,40.93775613640698
2023-05-07 01:14:10.678441,38.58820316960672
2023-05-07 02:14:10.678441,58.54886338087721
2023-05-07 03:14:10.678441,49.12702485102966
2023-05-07 04:14:10.678441,55.98877833570985
2023-05-07 05:14:10.678441,54.864987762033635
2023-05-07 06:14:10.678441,113.51965774085753
2023-05-07 07:14:10.678441,114.26210700633263
2023-05-07 08:14:10.678441,121.67924856502847
2023-05-07 09:14:10.678441,129.64208337000804
2023-05-07 10:14:10.678441,127.14119908308811
2023-05-07 11:14:10.678441,122.9782979431667
2023-05-07 12:14:10.678441,125.96336801845244
2023-05-07 13:14:10.678441,48.041430039218014
2023-05-07 14:14:10.678441,41.591958409620794
2023-05-07 15:14:10.678441,40.11115284957377
2023-05-07 16:14:10.678441,47.44227363978263
2023-05-07 17:14:10.678441,38.06449377597384
2023-05-07 18:14:10.678441,41.30692652200203
2023-05-07 19:14:10.678441,72.00633933252803
2023-05-07 20:14:10.678441,87.08917296495838
2023-05-07 21:14:10.678441,31.725317695648094
2023-05-07 22:14:10.678441,42.14287719722332
2023-05-07 23:14:10.678441,51.139829255615226
2023-05-08 00:14:10.678441,39.23561349920066
2023-05-08 01:14:10.678441,41.08860069979467
2023-05-08 02:14:10.678441,37.51200777384572
2023-05-08 03:14:10.678441,49.232448945190214
2023-05-08 04:14:10.678441,43.43894706015692
2023-05-08 05:14:10.678441,28.74152212432849
2023-05-08 06:14:10.678441,113.92384730176025
2023-05-08 07:14:10.678441,122.2216191845367
2023-05-08 08:14:10.678441,113.51502828820483
2023-05-08 09:14:10.678441,124.57992925536198
2023-05-08 10:14:10.678441,117.83966560965263
2023-05-08 11:14:10.678441,125.87695813779283
2023-05-08 12:14:10.678441,108.53457975898768
2023-05-08 13:14:10.678441,45.89289334598942
2023-05-08 14:14:10.678441,41.08226907976506
2023-05-08 15:14:10.678441,42.9852484724463
2023-05-08 16:14:10.678441,50.610046120158756
2023-05-08 17:14:10.678441,37.11200972028849
2023-05-08 18:14:10.678441,38.16276854731987
2023-05-08 19:14:10.678441,101.22629689405844
2023-05-08 20:14:10.678441,92.90324839763277
2023-05-08 21:14:10.678441,35.57649966910289
2023-05-08 22:14:10.678441,46.07886947055087
2023-05-08 23:14:10.678441,34.19506337119137
2023-05-09 00:14:10.678441,48.86888742900966
2023-05-09 01:14:10.678441,44.353529412406175
2023-05-09 02:14:10.678441,49.09907028024891
2023-05-09 03:14:10.678441,43.239135032819746
2023-05-09 04:14:10.678441,43.970179636865424
2023-05-09 05:14:10.678441,50.51160918951268
2023-05-09 06:14:10.678441,118.07610895890852
2023-05-09 07:14:10.678441,118.14335440048362
2023-05-09 08:14:10.678441,122.78542304818399
2023-05-09 09:14:10.678441,114.64923157544888
2023-05-09 10:14:10.678441,117.7981741581142
2023-05-09 11:14:10.678441,124.29671827535279
2023-05-09 12:14:10.678441,113.29589351407121
2023-05-09 13:14:10.678441,51.677292556884765
2023-05-09 14:14:10.678441,42.25291611880668
2023-05-09 15:14:10.678441,42.202043957237144
2023-05-09 16:14:10.678441,36.0041151533534
2023-05-09 17:14:10.678441,44.464609644122646
2023-05-09 18:14:10.678441,40.43268028069538
2023-05-09 19:14:10.678441,100.39568736841302
2023-05-09 20:14:10.678441,97.9148190326298
2023-05-09 21:14:10.678441,78.8788465892282
2023-05-09 22:14:10.678441,75.15868131845116
2023-05-09 23:14:10.678441,85.12499336258631
