Datetime,Electricity_Usage
2023-05-03 13:14:10.359742,41.12257368530915
2023-05-03 14:14:10.359742,27.324258875003416
2023-05-03 15:14:10.359742,18.705879526017075
2023-05-03 16:14:10.359742,28.10772878888744
2023-05-03 17:14:10.359742,25.24986259262598
2023-05-03 18:14:10.359742,21.282322150539294
2023-05-03 19:14:10.359742,32.71329407428557
2023-05-03 20:14:10.359742,26.35361945472345
2023-05-03 21:14:10.359742,34.34913350205994
2023-05-03 22:14:10.359742,30.38809936789597
2023-05-03 23:14:10.359742,27.128900620778037
2023-05-04 00:14:10.359742,26.191195928466776
2023-05-04 01:14:10.359742,35.188549918053006
2023-05-04 02:14:10.359742,23.686878875452074
2023-05-04 03:14:10.359742,26.49726483159675
2023-05-04 04:14:10.359742,30.700954713015673
2023-05-04 05:14:10.359742,14.284185309116875
2023-05-04 06:14:10.359742,81.41007650271057
2023-05-04 07:14:10.359742,74.25136187063504
2023-05-04 08:14:10.359742,79.04512444255946
2023-05-04 09:14:10.359742,78.99181512112216
2023-05-04 10:14:10.359742,81.67640130051471
2023-05-04 11:14:10.359742,74.63232469861296
2023-05-04 12:14:10.359742,78.03562894256976
2023-05-04 13:14:10.359742,29.178868545557147
2023-05-04 14:14:10.359742,27.168212625663035
2023-05-04 15:14:10.359742,33.303784106751365
2023-05-04 16:14:10.359742,20.143024921297183
2023-05-04 17:14:10.359742,27.339288304696773
2023-05-04 18:14:10.359742,26.814969986584988
2023-05-04 19:14:10.359742,40.26673881614219
2023-05-04 20:14:10.359742,27.703019448267895
2023-05-04 21:14:10.359742,30.35706822789137
2023-05-04 22:14:10.359742,28.004595080271105
2023-05-04 23:14:10.359742,34.93474219425443
2023-05-05 00:14:10.359742,32.681684950754395
2023-05-05 01:14:10.359742,24.039824758642908
2023-05-05 02:14:10.359742,29.003577380704307
2023-05-05 03:14:10.359742,25.205621312701506
2023-05-05 04:14:10.359742,29.349300462508005
2023-05-05 05:14:10.359742,30.430061550350832
2023-05-05 06:14:10.359742,86.6006896576645
2023-05-05 07:14:10.359742,76.14870558493004
2023-05-05 08:14:10.359742,73.70142834241173
2023-05-05 09:14:10.359742,71.21642428402802
2023-05-05 10:14:10.359742,84.5664185525024
2023-05-05 11:14:10.359742,86.73282453721716
2023-05-05 12:14:10.359742,89.07684738084424
2023-05-05 13:14:10.359742,27.11872295339656
2023-05-05 14:14:10.359742,26.14199757897737
2023-05-05 15:14:10.359742,37.949151252287166
2023-05-05 16:14:10.359742,32.979424441199036
2023-05-05 17:14:10.359742,28.267071528760294
2023-05-05 18:14:10.359742,25.839526357999738
2023-05-05 19:14:10.359742,32.70228592934726
2023-05-05 20:14:10.359742,34.30975021329891
2023-05-05 21:14:10.359742,42.84136370016938
2023-05-05 22:14:10.359742,48.715676183624474
2023-05-05 23:14:10.359742,39.108379254438994
2023-05-06 00:14:10.359742,41.61931992039682
2023-05-06 01:14:10.359742,49.05269226424185
2023-05-06 02:14:10.359742,40.586254399131036
2023-05-06 03:14:10.359742,43.65667722719244
2023-05-06 04:14:10.359742,41.508997869186416
2023-05-06 05:14:10.359742,38.28197230778602
2023-05-06 06:14:10.359742,74.77106902887057
2023-05-06 07:14:10.359742,84.31379895822212
2023-05-06 08:14:10.359742,82.37935988812632
2023-05-06 09:14:10.359742,83.18924070428126
2023-05-06 10:14:10.359742,81.08834681859487
2023-05-06 11:14:10.359742,82.26661743577975
2023-05-06 12:14:10.359742,75.59386031304389
2023-05-06 13:14:10.359742,37.31200407886004
2023-05-06 14:14:10.359742,28.221264809529707
2023-05-06 15:14:10.359742,25.31335154969567
2023-05-06 16:14:10.359742,28.785138896099063
2023-05-06 17:14:10.359742,29.9137147792964
2023-05-06 18:14:10.359742,31.308918505058603
2023-05-06 19:14:10.359742,31.7998157702278
2023-05-06 20:14:10.359742,40.99655555042184
2023-05-06 21:14:10.359742,22.47620431109822
2023-05-06 22:14:10.359742,33.70291185576711
2023-05-06 23:14:10.359742,30.935789341326277
2023-05-07 00:14:10.359742,38.997308091194085
2023-05-07 01:14:10.359742,31.221369137420687
2023-05-07 02:14:10.359742,34.177202935961674
2023-05-07 03:14:10.359742,29.98248685842151
2023-05-07 04:14:10.359742,21.286724464448525
2023-05-07 05:14:10.359742,28.551641334361126
2023-05-07 06:14:10.359742,88.63671229608298
2023-05-07 07:14:10.359742,83.09484765031348
2023-05-07 08:14:10.359742,67.46701595979307
2023-05-07 09:14:10.359742,75.50361612406442
2023-05-07 10:14:10.359742,88.16349398816263
2023-05-07 11:14:10.359742,81.50346349664912
2023-05-07 12:14:10.359742,84.99846527699655
2023-05-07 13:14:10.359742,40.15187507028679
2023-05-07 14:14:10.359742,28.594308235671246
2023-05-07 15:14:10.359742,33.54073553803705
2023-05-07 16:14:10.359742,29.181081534635055
2023-05-07 17:14:10.359742,24.309911868802605
2023-05-07 18:14:10.359742,26.89510940681395
2023-05-07 19:14:10.359742,31.09016255893479
2023-05-07 20:14:10.359742,38.19060809147789
2023-05-07 21:14:10.359742,30.480436439748736
2023-05-07 22:14:10.359742,33.770653117980295
